Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
33,2007-11-22,45.4202766418457,48.433339416675786,43.448967439539814,46.5421604225571,34096185
34,2007-11-23,48.43333053588867,48.721814014230816,45.70875179187904,48.40127584994464,27664090
35,2007-11-26,48.8179931640625,50.22836077902193,48.433349822298375,50.22836077902193,20159123
36,2007-11-27,47.615970611572266,49.651389465638374,47.11913803941419,49.651389465638374,20573198
37,2007-11-28,46.910770416259766,48.88208362604187,46.59023224850035,48.65770516957942,16435311
38,2007-11-29,45.64466094970703,48.33718149678189,45.051664292013655,48.080752624709405,25530967
39,2007-11-30,47.40761947631836,47.69610303258221,45.83698291659002,46.47805941832226,18437721
40,2007-12-03,48.08075714111328,48.67375385450903,47.61597487579743,47.98459304436921,16851227
41,2007-12-04,47.455692291259766,48.80195448383856,47.103099398196015,48.40128172980649,14008727
42,2007-12-05,49.34687805175781,49.52317671220276,47.4396779170472,47.535837660869085,27725290
43,2007-12-06,48.43333053588867,51.17393010150469,47.80827937649978,50.42066454591674,24104710
44,2007-12-07,48.225006103515625,49.427024938743045,47.35955515069969,48.737868342728596,11742386
45,2007-12-10,48.2730712890625,48.866063535748474,47.64802000232356,48.689769248503126,8330010
46,2007-12-11,48.04867935180664,48.97823908814796,47.808275746843705,48.70578079967461,11685950
47,2007-12-12,48.01663589477539,48.44936335439741,47.119130632104195,47.439668846997876,16342131
48,2007-12-13,47.21529769897461,48.72182928225427,47.03900339240247,48.080752752786914,14620172
49,2007-12-14,46.750511169433594,47.4877517189537,46.51010749302927,47.0550242319103,10991851
50,2007-12-17,43.92976760864258,47.2793932322896,43.272661750004104,47.02296008712195,19355678
51,2007-12-18,43.73744583129883,45.19589283581397,42.37515854337116,43.432932816142866,21607783
52,2007-12-19,42.93609619140625,45.532456110070534,42.56747818357334,45.147808585980655,19526912
53,2007-12-20,42.50337219238281,43.84963428613767,42.31104841504965,43.497041418956414,17105204
54,2007-12-24,43.80156326293945,44.4907196187652,42.7918643151907,43.14445725348565,16711519
55,2007-12-26,45.13178634643555,45.676702982999466,44.04195742088496,44.04195742088496,20930094
56,2007-12-27,45.45232391357422,46.70242190991567,45.067676369664305,46.061345568450605,44565277
57,2007-12-28,45.80492401123047,45.997247813585844,44.87535969110914,45.35616702320864,18354518
58,2007-12-31,46.141483306884766,46.413941640393276,45.5805414692521,46.1575128250779,11982308
59,2008-01-01,46.990928649902344,47.4236562640639,45.94917907945903,46.38190669362058,16687746
60,2008-01-02,46.734493255615234,47.343515127585285,46.045336812397046,46.99092214457776,13437280
61,2008-01-03,48.65771484375,48.850038652159064,45.88506001088478,46.44600191599073,31815218
62,2008-01-04,48.40130615234375,50.00399797716508,48.08076778737948,49.36292124723655,28011310
63,2008-01-07,48.00061798095703,49.106472381003385,47.487755890064676,48.09677772093377,15858063
64,2008-01-08,46.365867614746094,48.72182449874651,45.80492570653542,48.0486933393781,13282666
65,2008-01-09,45.62862014770508,46.622289389594336,45.51643091356676,46.41394043909595,13113527
66,2008-01-10,44.53878402709961,47.1191186070236,44.23427106163303,45.836966074661866,18023003
67,2008-01-11,45.21192169189453,45.644649105359385,43.4329321804451,45.147812316722955,11629440
68,2008-01-14,45.90108871459961,46.3818960988218,44.57085582110056,45.29206689743384,10264240
69,2008-01-15,44.50674057006836,46.83064262112439,44.138122493554334,46.63832317082335,11558334
70,2008-01-16,43.59320068359375,44.5548152127505,42.48734658360985,44.186197179422535,14834065
71,2008-01-17,44.7631721496582,45.756841446864144,42.82391341610291,43.75347333378165,16169395
72,2008-01-18,42.67967224121094,44.442632289081516,42.31104984404877,44.39454808244127,13254156
73,2008-01-21,35.41947937011719,42.31105058741751,30.851807901141,42.31105058741751,33202389
74,2008-01-22,31.86151123046875,33.656526376312755,25.30650200020273,31.925618448436918,58755707
75,2008-01-23,35.41947937011719,36.78176670376958,32.37436650665891,32.37436650665891,28425991
76,2008-01-24,35.49961471557617,38.01584048134727,33.81678914801672,37.326684213671776,29911930
77,2008-01-25,37.32668685913086,37.502981144433896,35.820155457607314,37.18244291837169,12550722
78,2008-01-28,37.727359771728516,38.015843306663115,33.81679166126144,36.81382495478733,13601109
79,2008-01-29,37.10231399536133,38.36844191958332,36.5413720145807,37.82352511350784,7679877
80,2008-01-30,35.05085754394531,37.34270453041364,34.586075470484225,37.18243544957562,9016102
81,2008-01-31,32.759010314941406,35.515639537383315,32.37436493301173,35.41947764845373,41538563
82,2008-02-01,33.89693069458008,34.13733439670364,33.01545045346033,33.319961374725665,9089201
83,2008-02-04,35.64385986328125,36.06056000202959,34.53800339129493,34.53800339129493,12009385
84,2008-02-05,36.749717712402344,37.230525081178115,34.938677492862574,35.707968413388166,14593303
85,2008-02-06,36.429176330566406,36.861903794729145,34.39375994890679,35.74002003082908,12429218
86,2008-02-07,34.71430206298828,37.16642101211879,34.48992571978534,35.93234786381888,11300078
87,2008-02-08,33.816795349121094,35.2271628329461,33.1917439989501,34.93867926655119,13514197
88,2008-02-11,31.42877769470215,34.29759634459778,31.092212147496586,34.29759634459778,15133331
89,2008-02-12,30.867839813232422,32.582720285920686,30.611408783607672,32.37437129710694,10237627
90,2008-02-13,30.419076919555664,31.813416506310485,29.794027989369823,31.4127438364749,10395753
91,2008-02-14,33.079551696777344,33.41611725370758,31.092213045870725,31.092213045870725,12514003
92,2008-02-15,34.0251350402832,34.29759335805534,32.06985130680799,32.95133128646198,12080990
93,2008-02-18,33.83281707763672,34.79443393986281,33.54433354062119,34.79443393986281,6977153
94,2008-02-19,33.464195251464844,34.52197172554466,33.20776426171993,34.441837177111175,7226542
95,2008-02-20,32.63079833984375,33.15968771664303,32.262180249720075,33.14366037059657,5604999
96,2008-02-21,32.85517883300781,33.416120762190644,32.45450602644865,33.159689731234955,3874365
97,2008-02-22,32.43846893310547,32.64681786040097,31.42877245967198,31.765337950816477,2691220
98,2008-02-25,32.71092987060547,33.1116026157608,31.92561172485877,32.823119108764466,6270186
99,2008-02-26,32.83914566040039,33.30392559880033,32.67887656620809,33.01544209876967,7139423
100,2008-02-27,34.76238250732422,36.47726089158044,33.31996033940201,33.31996033940201,43223132
101,2008-02-28,35.740013122558594,36.01247142492865,34.61812957551002,35.098936809959405,35763847
102,2008-02-29,35.2271614074707,36.22083084935826,34.65019429802799,35.51564713598118,16477462
103,2008-03-03,33.752685546875,34.874571624440286,33.36804007176674,33.68857832998849,10049153
104,2008-03-04,32.88724136352539,34.10528750097372,32.05384297648478,33.97707303336432,11485198
105,2008-03-05,33.49625778198242,33.656526916369145,32.085888095105695,33.04750290142604,8581053
106,2008-03-07,31.781370162963867,33.01544309499777,30.451135336755193,33.01544309499777,14251925
107,2008-03-10,31.668603897094727,31.894117375026745,29.848385315093424,31.82968526487558,11713659
108,2008-03-11,34.27812576293945,34.6002885251353,30.669903263307233,31.41087586851282,19665129
109,2008-03-12,33.408294677734375,35.43792099864417,33.086131839012396,35.212407448500095,12262350
110,2008-03-13,28.81747055053711,32.86061658913149,28.02817207345655,32.53845376707359,47000084
111,2008-03-14,30.79877281188965,30.92763706509489,29.026877313882192,29.622877215964476,35798540
112,2008-03-17,29.590675354003906,30.218892690096695,28.96245801791112,30.218892690096695,19211273
113,2008-03-18,29.848392486572266,30.42828598687175,29.059091846961255,29.542336066409757,12632937
114,2008-03-19,30.025585174560547,33.44050998863723,29.832286595451457,31.24980222622946,16449023
115,2008-03-24,30.31552505493164,31.153149157644076,29.655090918347547,31.153149157644076,11636914
116,2008-03-25,31.459211349487305,31.652507755863986,30.541046318576164,31.10483132725328,13232423
117,2008-03-26,31.265913009643555,32.02299661559012,30.92764156475665,31.249804429447657,11448313
118,2008-03-27,31.829687118530273,32.1357434829823,30.798766741656625,30.798766741656625,17425122
119,2008-03-28,31.894132614135742,32.13575696606171,31.05651041234051,31.974673336508758,11599511
120,2008-03-31,31.668603897094727,32.03909235387422,31.24979190390333,31.894117375026745,9914705
121,2008-04-01,31.73304557800293,32.184074854704285,31.330342037094514,31.8941269943663,6034588
122,2008-04-02,32.248504638671875,33.18277809650833,31.894124674525916,31.894124674525916,6087024
123,2008-04-03,31.99077796936035,32.47402224395218,31.73304725261671,32.32904939853596,3883474
124,2008-04-04,31.829687118530273,32.20017559688578,31.217578759238233,32.20017559688578,5906537
125,2008-04-07,31.70082664489746,32.02298943737302,31.33033812266681,31.87801661772027,4088729
126,2008-04-08,30.89542579650879,31.71694151735513,30.669912233972283,31.652507198224676,5753811
127,2008-04-09,30.975975036621094,31.24981222907127,30.621594923088747,30.992083620837526,3776374
128,2008-04-10,31.58807945251465,31.81359304638234,30.814889363594844,30.92764506812519,7075297
129,2008-04-11,31.73304557800293,32.05520841072967,31.410882745276197,31.8941269943663,4012660
130,2008-04-15,32.21628189086914,32.37736325662737,30.99206307414543,31.539739280762237,6362785
131,2008-04-16,31.781373977661133,32.76397113679874,31.652507522885127,32.53845757194914,4725794
132,2008-04-17,33.00559616088867,33.7626776364151,31.910241031367963,32.26462108190844,14831167
133,2008-04-21,33.53716278076172,34.117056393845594,33.18278492845984,33.50494780408346,7639361
134,2008-04-22,34.0848388671875,34.47143606163943,33.18278457295113,33.5049474451232,8814769
135,2008-04-23,34.11705017089844,34.51975369197486,33.6660231012154,34.14926732650712,5265604
136,2008-04-24,32.90892791748047,34.53585000166147,32.61898235922493,34.47141789813865,8801780
137,2008-04-25,33.18279266357422,33.64992850515936,32.73176322167931,33.504955614296016,4095990
138,2008-04-28,33.3116455078125,33.95597118755155,33.182781245787325,33.21499621889032,4708244
139,2008-04-29,33.77876663208008,34.100929333117186,33.343848296563365,33.50492964708192,6497143
140,2008-04-30,34.004302978515625,34.43922379163913,33.82711512150179,34.11706087371272,6331377
141,2008-05-02,34.31034469604492,35.276833032856764,34.24591039241253,34.51974962843169,5658418
142,2008-05-05,34.1492805480957,34.954687902078405,33.923764741134725,34.761389263199646,7642293
143,2008-05-06,33.85932540893555,34.53586831672358,33.66602899585812,33.87543398956037,5061166
144,2008-05-07,33.37608337402344,34.05262632792622,32.86062405254191,33.82711273822761,4303106
145,2008-05-08,32.97337341308594,33.31164482497623,32.780077024010446,33.118346251094195,3642073
146,2008-05-09,32.78007888793945,33.63380957071545,32.2807260310223,32.538456749251154,8621761
147,2008-05-12,32.78007888793945,33.02170102662775,32.05521028706789,32.78007888793945,4890395
148,2008-05-13,32.87672805786133,33.11835021170611,32.602890927721326,32.925053799514366,5056766
149,2008-05-14,32.925045013427734,33.102234982591916,32.21628732157723,32.21628732157723,2982486
150,2008-05-15,32.941162109375,33.31164853496984,32.216295653797175,32.216295653797175,2646760
151,2008-05-16,33.19889450073242,33.295543809627894,32.796190867673836,33.18278810325571,4422288
152,2008-05-20,33.13446044921875,33.263326915264294,32.79618897995869,32.86062330538492,3464912
153,2008-05-21,33.3438606262207,33.827104856467,32.3773721657281,32.3773721657281,3419088
154,2008-05-22,32.8928337097168,33.05391513127103,32.53845589318145,32.53845589318145,3558000
155,2008-05-23,32.34516143798828,33.15056864846347,32.21629715823501,32.69954148452012,4417028
156,2008-05-26,32.10353088378906,32.29682943770247,30.605472552975904,30.605472552975904,2605807
157,2008-05-27,31.13704490661621,32.50623691308884,30.992072072303937,32.15185693160863,3316550
158,2008-05-28,32.28071975708008,32.474016119578465,30.70212078024224,31.249797084530368,4505700
159,2008-05-29,32.81229782104492,33.18278645595075,31.861917731168127,32.61900139765691,11026212
160,2008-05-30,31.765260696411133,33.02169697428758,31.63639644551394,32.892830538583986,4023430
161,2008-06-02,30.412185668945312,32.21629878545693,29.961156297413908,31.571970799725356,4431595
162,2008-06-03,29.284616470336914,30.28332018338664,29.010777122109612,29.961157272440197,6240766
163,2008-06-04,28.382553100585938,29.461797283481992,28.205363104944336,29.155743028177337,5762089
164,2008-06-05,28.33422088623047,28.54362799131197,27.383841180293647,28.3503294612069,9721099
165,2008-06-06,28.02817726135254,29.204073090401042,27.625473659241447,28.189258702196973,6317089
166,2008-06-09,27.641572952270508,28.31811565041057,26.417353976248844,27.70600506999667,6500809
167,2008-06-10,27.448284149169922,27.673799918402743,26.820066955123842,27.383852008592076,6717902
168,2008-06-11,27.577138900756836,28.02816587801882,27.383840376326848,27.706003127172835,2586175
169,2008-06-12,27.77044105529785,27.93152246445005,26.41735765538063,27.222764701141646,3244212
170,2008-06-13,27.593252182006836,27.99595568925587,27.303304345903715,27.722116430403982,4248430
171,2008-06-16,28.559741973876953,28.994660471753082,27.738226342591204,27.83487562594361,4354615
172,2008-06-17,29.41346549987793,29.63897898357336,28.060382412899404,28.962438532487063,4736084
173,2008-06-18,29.38125991821289,30.025587844264283,29.31682778104979,29.31682778104979,5055019
174,2008-06-19,28.753040313720703,29.31682528939327,28.2859046279819,28.801366051090888,4221271
175,2008-06-20,28.092605590820312,29.107419841395657,27.72211920104608,28.994661974173983,3837789
176,2008-06-23,27.11000633239746,27.963739095777285,26.836169252858056,27.867089815137213,4516050
177,2008-06-24,26.272390365600586,27.512718351610914,25.99855103835979,27.110012558983374,5238203
178,2008-06-25,25.547515869140625,26.079083591035356,24.9676224185606,25.773029381920022,3933879
179,2008-06-26,26.997257232666016,28.157044513135588,25.69249708833948,25.69249708833948,18253250
180,2008-06-27,25.80525016784668,26.67509163224184,25.66027731871639,26.09519805091397,6821283
181,2008-06-30,25.2897891998291,26.030764160159094,24.56492281827278,25.789142032973654,4596315
182,2008-07-01,23.50178337097168,25.289787423518998,22.599727055876905,25.289787423518998,6202295
183,2008-07-02,24.5327091217041,24.790439864022865,22.76081327237207,23.51789691828214,5245963
184,2008-07-03,23.888378143310547,24.532703766043223,23.19572897279548,24.323298812577658,4726793
185,2008-07-04,24.210540771484375,24.677676407469637,23.356810201746008,23.517891606210334,4862814
186,2008-07-07,24.742107391357422,25.740812926905313,24.532702449132675,24.532702449132675,5528014
187,2008-07-08,25.46697235107422,26.095189275927137,22.873559594638543,22.873559594638543,8354280
188,2008-07-09,27.238872528076172,27.351628200490318,25.805246278299713,25.805246278299713,6860769
189,2008-07-10,28.43088150024414,28.76915297055526,26.481795585410442,27.23887924825882,7216175
190,2008-07-11,27.077795028686523,29.0590957184691,26.868387861475938,28.70471788787738,6040791
191,2008-07-14,27.093904495239258,28.060395357276967,26.417363732061883,26.417363732061883,5942149
192,2008-07-15,25.966323852539062,26.70729864186641,25.773027506283707,26.417353030080346,3693378
193,2008-07-16,25.257577896118164,26.417365249329652,24.822657092462087,25.96633586316649,6973872
194,2008-07-17,26.546222686767578,26.73952125733778,25.77303277409977,25.77303277409977,5038238
195,2008-07-18,28.02817726135254,28.253690841573373,26.24017283101792,27.029471454194283,5983177
196,2008-07-21,29.60677146911621,29.783961459745594,28.044280894665953,28.5114165537387,8754188
197,2008-07-22,30.81488037109375,31.08871744630426,29.349039161509914,29.606769844207022,12631056
198,2008-07-23,32.989479064941406,33.633804674309346,31.604178567839064,32.18407205323148,12798869
199,2008-07-24,31.829687118530273,33.60158226730893,29.848387053363822,29.848387053363822,10764301
200,2008-07-25,31.894132614135742,32.925055608355905,30.68602177854048,31.491429002270653,10710381
201,2008-07-28,31.636415481567383,32.52236374779009,31.28203530115522,31.89414413844055,5533881
202,2008-07-29,30.363853454589844,31.410882658043988,30.12223133071581,30.92763841029592,5145929
203,2008-07-30,31.636415481567383,31.89414413844055,30.637709289356888,30.637709289356888,7354746
204,2008-07-31,30.524938583374023,32.1840786800007,30.122234994601552,32.1840786800007,6006517
205,2008-08-01,31.410871505737305,31.539737903600535,28.994651124866536,30.0416799565772,4699412
206,2008-08-04,31.60418128967285,32.1840748250072,30.782665630016407,30.782665630016407,4301346
207,2008-08-05,33.02170944213867,33.26333164240387,31.41089258889683,31.73305552258375,9161115
208,2008-08-06,32.18407440185547,34.19759207806619,31.95856085908117,34.19759207806619,8616591
209,2008-08-07,32.10353088378906,32.82839718375488,31.104825329913623,31.104825329913623,4809365
210,2008-08-08,31.55585289001465,32.345151271225845,31.443095042067533,31.733040672779826,4883824
211,2008-08-11,31.84580421447754,32.31293989628097,31.604182084081977,31.95856208258477,2714705
212,2008-08-12,31.298124313354492,32.21628917983439,31.056502210049924,32.055205592825,5801276
213,2008-08-13,31.427003860473633,31.7330582366914,30.686028612657136,30.927650833588118,2754609
214,2008-08-14,30.669912338256836,31.57196659147004,30.605478018907288,31.249803733949125,2566362
215,2008-08-18,30.31552505493164,31.24979624389028,30.025579426580663,30.605470683282615,2963058
216,2008-08-19,29.751745223999023,30.444394444940098,29.13963452695648,30.26720663363416,2941144
217,2008-08-20,30.090007781982422,30.33162983698789,29.880600690094138,29.96114137509596,3319410
218,2008-08-21,29.767847061157227,30.267199779001295,29.413467149188907,29.96114340738954,4138486
219,2008-08-22,29.461803436279297,30.79878078732863,28.70472192923866,30.79878078732863,4139879
220,2008-08-25,29.78395652770996,30.186659992088636,29.574549415349377,30.186659992088636,2034227
221,2008-08-26,29.8322811126709,29.92893038446258,29.284604818926297,29.477901177703462,1489491
222,2008-08-27,29.23628807067871,30.202776715844266,29.075206629817785,29.99337171664781,4297168
223,2008-08-28,28.801366806030273,29.638988909529814,28.430878215707402,29.316826057843837,7382078
224,2008-08-29,29.993371963500977,30.1061298469544,29.187964752567638,29.316829032394217,2219080
225,2008-09-01,29.977134704589844,30.10697519803681,29.37661746934229,29.928442868528784,3417069
226,2008-09-02,31.551464080810547,31.681304581813205,29.92844461012893,30.18812781349231,5030404
227,2008-09-04,30.886030197143555,31.454086308299036,30.626346963200817,31.1944030743563,2813325
228,2008-09-05,30.204357147216797,30.545191199611068,29.863523094822533,30.512729975056196,3330688
229,2008-09-08,31.79490852355957,33.07709139748597,31.486533560324713,31.811136931007724,8377948
230,2008-09-09,31.908517837524414,32.16820096990724,31.178160265961274,31.794907980540177,3737279
231,2008-09-10,31.632619857788086,32.168214759315866,31.3242447676301,31.746229763472982,3847698
232,2008-09-11,30.78864288330078,31.486539378689837,30.545190310301173,31.486539378689837,2567354
233,2008-09-12,31.097023010253906,31.940993008869906,30.593887134208153,30.99964151789692,6093354
234,2008-09-15,29.133167266845703,30.43158111254025,28.25673836127351,29.9609065337476,6770268
235,2008-09-16,29.70121955871582,29.960902735202836,27.59129732696527,27.997051602301916,4654621
236,2008-09-17,28.93840789794922,30.12320970839491,28.56511257860351,30.12320970839491,4674190
237,2008-09-18,28.873483657836914,29.441539707466593,26.79602241402017,28.565110814023846,6603710
238,2008-09-19,30.626340866088867,30.78864257982216,29.214315076066082,29.55514911517757,9821730
239,2008-09-22,29.960905075073242,32.784956813053796,29.71745249085823,31.486540829215727,4162514
240,2008-09-23,29.603849411010742,30.269287117255864,29.052023825841125,29.60384941101074,6569683
241,2008-09-24,30.285511016845703,30.610114489219757,29.31170059972353,29.701224326300764,5730103
242,2008-09-25,29.344154357910156,30.496496831779364,28.646255749142053,30.36665415506646,10926783
243,2008-09-26,28.873483657836914,29.506462159939304,28.370350060679947,29.506462159939304,4967945
244,2008-09-29,27.802291870117188,29.701220626121916,27.26669488660977,29.701220626121916,7859964
245,2008-09-30,27.850975036621094,28.889705337320333,26.292878484893535,26.292878484893535,6616439
246,2008-10-01,28.776105880737305,29.052017512685733,27.639991520941802,28.20804980151865,3743739
247,2008-10-03,29.181865692138672,29.53892825946558,28.40281588810444,28.92218242412726,4681406
248,2008-10-06,28.58133888244629,29.21431512683453,27.997052271719497,28.85725267681552,5560277
249,2008-10-07,29.522693634033203,30.155672201793276,28.565113777029676,28.565113777029676,9928258
250,2008-10-08,29.29547119140625,29.5389238057054,27.299158433338228,28.532654320750535,9985473
251,2008-10-10,29.1169376373291,29.782375196003514,26.95832542646826,29.18186009289397,9025179
252,2008-10-13,29.70121955871582,29.928441512632773,29.06824332946222,29.263006262166943,6805621
253,2008-10-14,28.98709487915039,30.80487506400386,28.759872906383208,29.86352374631409,5099383
254,2008-10-15,28.7436466217041,29.360392383701463,28.43527374070542,28.824797495722613,5495022
255,2008-10-16,27.639989852905273,28.337888600357275,27.104395033936253,28.337888600357275,6651066
256,2008-10-17,25.562532424926758,28.402813071688044,25.18923707625167,28.208052291010873,5586092
257,2008-10-20,25.854673385620117,26.87717568742164,25.043164670551423,25.659912614818598,7922965
258,2008-10-21,26.065662384033203,27.42899634509026,25.319074057319753,26.11435201782321,8047276
259,2008-10-22,24.63740348815918,26.00073731154302,24.39395094107786,25.805976594692567,5408099
260,2008-10-23,23.43638038635254,24.24788918907237,23.07931563261241,24.02066716458252,6641370
261,2008-10-24,20.401329040527344,23.046845878707277,20.1254152690745,22.722242477636968,9905588
262,2008-10-27,18.827003479003906,20.125417208403082,16.879382884905137,20.028035738426563,12878172
263,2008-10-29,21.310222625732422,22.657326088588064,19.47621177715767,21.42383251460182,13094201
264,2008-10-31,22.67356300354004,23.37146194924573,21.553681208522395,22.43011034369452,8097887
265,2008-11-03,23.371458053588867,23.988203808518826,22.55994712134465,23.95574257874006,4951148
266,2008-11-04,24.393951416015625,24.58871433801568,22.933236105088348,23.04684597512362,4515828
267,2008-11-05,23.501291275024414,25.578754302048463,23.046845205976513,25.578754302048463,6145587
268,2008-11-06,22.722244262695312,24.264112740266086,22.25156973443874,23.04684768926645,4896229
269,2008-11-07,24.4913330078125,25.22169066717664,22.397639289882452,22.559940991963373,8250147
270,2008-11-10,25.043163299560547,25.61121936901034,24.49133784379524,25.254154673384352,3775177
271,2008-11-11,24.75102424621582,25.789755038138882,24.18296810360932,25.156778633791895,8900004
272,2008-11-12,23.712295532226562,25.286623720679746,23.42015320099305,25.286623720679746,5705390
273,2008-11-14,23.631135940551758,24.669868738893744,23.33899371686684,23.50129544143802,4038880
274,2008-11-17,24.604942321777344,25.416453015179556,22.39763878314466,25.416453015179556,5361538
275,2008-11-18,23.274078369140625,24.54003120687915,22.81963212381407,24.54003120687915,6392448
276,2008-11-19,22.706018447875977,24.10181378195053,22.41387400975351,23.371455988681554,5606729
277,2008-11-20,22.462562561035156,22.8845452409374,21.504980722321193,22.722243532864905,5080395
278,2008-11-21,23.89081573486328,24.637404001747473,21.748432395344768,22.316488350376133,8350092
279,2008-11-24,24.4913330078125,24.880856652535165,23.2740702422056,24.604942878454512,5420119
280,2008-11-25,23.89081573486328,25.043158255341304,23.69605501395287,24.75101607329683,5453771
281,2008-11-26,24.426422119140625,24.79971529630251,23.45261153382242,24.150508239423708,5246053
282,2008-11-27,24.426422119140625,24.42642211914062,24.42642211914062,24.42642211914062,0
283,2008-11-28,24.036893844604492,24.507570677296084,23.07931396678342,23.696061933149693,8464961
284,2008-12-01,23.842134475708008,25.44892144379473,23.744752980384284,24.507572125501877,5733003
285,2008-12-02,23.631135940551758,23.890819140137253,22.884547567252714,23.663597166009204,5879324
286,2008-12-03,24.345273971557617,24.653646917940616,23.128010603183558,23.858368624207994,6430656
287,2008-12-04,25.513839721679688,25.643682439127854,21.586136592982687,21.586136592982687,4648185
288,2008-12-05,25.205467224121094,26.422730335868813,24.361497252766004,24.361497252766004,5338962
289,2008-12-08,25.2703800201416,26.09811913194881,24.18295994893877,25.887127802100444,11709287
290,2008-12-10,24.864627838134766,26.455185954235287,24.507565388579213,26.455185954235287,11172070
291,2008-12-11,24.588722229003906,25.302849503251604,24.19919625999751,25.302849503251604,9867592
292,2008-12-12,23.825897216796875,24.10181100972799,23.30653085411168,23.988198929966266,9847702
293,2008-12-15,24.215421676635742,24.75101866834959,24.020660935305386,24.637406584888424,5741641
294,2008-12-16,25.140544891357422,25.44891774729207,23.046850750765053,24.345266830886526,9183505
295,2008-12-17,25.108083724975586,25.805982507324934,24.44264617021762,25.805982507324934,8720755
296,2008-12-18,25.854673385620117,26.130587229286785,24.540028826937178,24.540028826937178,12640018
297,2008-12-19,27.104398727416992,27.42900222590013,25.822215348680277,26.61749347969229,10050607
298,2008-12-22,27.120622634887695,27.347844587355567,26.179271401295342,26.179271401295342,6524631
299,2008-12-23,26.56879997253418,27.380308667991553,26.374039206439342,26.942095293259506,5151765
300,2008-12-24,26.11435317993164,26.92586178826381,21.9107368276846,21.9107368276846,13318746
301,2008-12-26,26.16303825378418,27.542602647391316,25.48137246246345,27.542602647391316,5480531
302,2008-12-29,26.71487808227539,26.9258695003304,25.64368597219611,26.455194812959412,3418418
303,2008-12-30,26.666181564331055,27.104397142197286,25.67614051158906,26.649950950084484,4868199
304,2008-12-31,26.990779876708984,27.396534148404392,26.390264875414463,27.396534148404392,4396180
305,2009-01-02,27.38031005859375,27.83475627194541,26.86094578793828,27.83475627194541,3976548
306,2009-01-05,26.76356315612793,27.83475508305418,26.422729061011637,27.83475508305418,4505326
